Country,Year,Happiness_Score,GDP_per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Education_Index,Population,Urbanization_Rate,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Climate_Index,Work_Life_Balance,Internet_Access,Crime_Rate,Political_Stability,Employment_Rate
France,2005,3.83,57828.96,0.88,70.38,0.32,0.31,0.38,10.43,0.94,720438496,39.99,5.12,0.71,93.9,50.14,7.88,55.19,5.7,92.2,34.24,0.83,87.61
South Africa,2021,4.75,42728.97,0.76,55.99,0.26,0.28,0.46,12.56,0.93,458280861,34.18,4.62,0.75,80.37,56.36,6.37,55.6,5.48,58.83,24.81,0.66,85.16
France,2015,6.71,5706.04,0.32,81.97,0.34,-0.18,0.16,2.8,0.88,212965737,49.02,8.63,0.42,92.42,46.1,2.8,36.16,8.63,51.66,40.49,0.6,83.04
Brazil,2021,6.78,24713.29,0.94,73.86,0.51,0.44,0.39,3.63,0.85,1488879570,62.69,7.5,0.29,77.1,40.98,7.36,54.43,6.6,48.07,62.36,0.59,61.77
South Africa,2018,6.33,39149.24,0.08,74.47,0.85,-0.05,0.73,10.74,0.58,1029480740,69.16,4.84,0.79,84.38,42.38,3.88,82.23,7.9,78.57,16.95,0.12,71.16
Brazil,2024,4.17,21692.39,0.96,84.49,0.74,0.24,0.22,16.39,0.73,172012631,55.52,8.75,0.96,40.78,45.63,6.3,89.12,8.72,41.6,57.02,0.64,72.08
Canada,2023,5.94,17129.65,0.25,52.63,0.84,-0.16,0.18,13.3,0.56,437977493,60.02,5.08,0.99,60.38,59.94,4.25,80.59,7.86,86.52,28.25,0.4,75.67
China,2011,5.85,35066.56,0.01,65.0,0.88,-0.14,0.38,3.88,0.91,1481249716,62.59,5.18,0.63,86.23,22.48,2.84,30.48,8.66,56.73,54.97,0.06,91.1
Brazil,2017,5.42,56076.61,0.43,58.37,0.42,-0.19,0.82,17.98,0.65,737023577,60.71,4.67,0.74,64.24,20.85,4.01,38.19,7.56,60.34,57.73,0.21,92.65
India,2022,5.75,3063.93,0.36,72.06,0.35,0.2,0.62,18.51,0.88,623760872,35.42,7.64,0.82,61.77,58.57,5.51,81.17,4.02,84.1,60.97,0.44,60.37
France,2018,5.46,46384.64,0.54,78.24,0.06,0.24,0.96,7.85,0.91,1341055100,54.3,6.85,0.8,97.09,37.62,5.95,95.97,4.36,84.78,70.32,0.99,70.74
Australia,2005,5.83,43640.91,0.8,83.82,0.93,-0.16,0.9,13.09,0.95,81708862,42.26,4.29,0.99,73.15,44.49,3.19,78.68,4.16,62.0,72.97,0.43,57.11
Germany,2011,6.58,57873.25,0.84,65.91,0.07,0.0,0.15,10.86,0.88,343079948,62.02,4.13,0.81,51.55,50.14,4.57,45.83,4.93,70.46,63.14,0.15,81.11
South Africa,2012,3.55,55911.96,0.4,77.52,0.74,0.4,0.04,18.96,0.78,1043643085,75.48,6.66,0.66,68.33,49.68,8.88,37.53,5.13,77.36,43.68,0.9,77.46
UK,2022,6.75,45971.72,0.43,82.1,0.38,-0.13,0.4,11.16,0.8,822252474,64.77,7.26,0.38,71.12,45.89,9.28,91.39,7.87,77.87,13.09,0.04,90.84
Australia,2013,3.68,31704.12,0.15,73.92,0.95,-0.05,0.52,19.28,0.66,1148368869,43.31,8.11,0.6,99.32,38.88,6.28,36.93,5.17,69.37,75.6,0.13,74.91
India,2005,3.33,13051.79,0.05,58.5,0.42,0.1,0.52,5.59,0.59,1431281546,42.47,6.39,0.88,83.09,43.04,5.92,40.57,7.36,86.43,52.09,0.47,87.49
Brazil,2021,7.88,33168.91,0.64,71.27,0.82,0.39,0.13,8.22,0.57,565205438,32.22,7.38,0.31,71.16,49.19,6.65,71.77,8.42,86.28,47.42,0.09,65.27
China,2023,7.78,46155.77,0.06,83.95,0.28,-0.02,0.12,16.06,0.59,1173584840,55.58,7.67,0.03,65.92,54.03,3.72,43.3,3.69,86.68,26.76,0.57,83.32
Canada,2010,3.3,53844.48,0.73,84.56,0.3,0.5,0.05,16.1,0.97,980594252,55.97,7.07,0.33,94.93,25.09,9.95,45.93,3.0,54.75,57.9,0.16,51.93
Germany,2007,5.22,47593.01,0.54,72.48,0.6,0.05,0.85,15.18,0.58,1374811843,44.19,5.76,0.96,78.76,31.12,7.96,39.96,8.33,54.13,79.63,0.65,57.27
USA,2009,3.93,12520.75,0.2,81.04,1.0,0.07,0.95,17.47,0.86,756616737,75.86,4.66,0.79,61.37,35.9,3.91,96.1,4.43,47.69,33.1,0.12,71.45
Australia,2006,5.43,36381.49,0.54,57.01,0.52,-0.11,0.12,14.65,0.59,315848029,53.19,7.24,0.19,67.88,46.62,4.18,38.74,3.92,85.45,65.97,0.81,92.57
China,2024,7.15,20598.23,0.18,58.61,0.94,0.28,0.21,13.45,0.99,847615255,70.16,7.84,0.01,56.69,35.83,7.19,95.19,4.77,43.34,30.38,0.73,92.49
USA,2008,7.75,1543.13,0.44,83.35,0.79,-0.03,0.09,10.26,0.68,1138035636,68.4,4.95,0.67,97.63,29.56,4.58,52.83,4.12,47.44,44.14,0.93,78.74
Germany,2014,6.17,12813.04,0.8,54.73,0.8,0.24,0.88,10.41,0.71,768280001,66.28,6.47,0.58,82.12,21.33,4.84,87.51,7.76,90.94,24.93,0.07,56.23
UK,2014,4.77,7680.02,0.46,56.69,0.44,-0.04,0.96,9.31,0.7,328351093,84.48,5.99,0.08,63.54,53.7,8.25,96.5,6.81,46.88,45.89,0.56,82.69
UK,2015,6.02,50720.43,0.15,64.72,0.39,0.07,0.26,13.16,0.91,1423651520,30.95,5.03,0.97,50.99,36.76,4.14,66.35,4.0,46.67,42.15,0.71,58.49
France,2020,4.56,16251.87,0.72,70.64,0.19,0.4,0.3,9.32,0.61,687740037,34.08,5.23,0.62,50.62,33.17,7.64,83.91,6.5,90.0,12.72,0.9,66.82
Germany,2021,7.55,17797.18,0.19,71.13,0.96,0.32,0.36,4.65,0.92,788901146,73.33,5.19,0.65,68.66,41.23,9.48,48.62,4.25,57.06,36.73,0.48,65.08
Germany,2020,7.35,57636.26,0.74,60.22,0.96,-0.09,0.5,3.92,0.83,88540039,51.21,6.09,0.85,68.05,24.92,2.99,56.81,4.19,88.48,14.39,0.95,92.45
USA,2011,5.79,23366.12,0.48,82.22,0.75,0.23,0.68,18.64,0.61,265727312,89.19,5.95,0.34,65.07,35.89,3.15,68.71,6.57,60.77,41.54,0.12,83.29
China,2020,4.62,1565.55,0.45,82.03,0.3,0.24,0.5,2.45,0.53,985404613,42.98,6.77,0.56,91.11,50.07,9.54,89.53,6.99,60.55,78.61,0.43,53.41
South Africa,2007,4.47,17746.92,0.85,63.72,0.25,-0.14,0.95,3.9,0.89,306643993,41.01,4.47,0.58,98.75,49.44,3.63,73.45,5.08,47.44,30.51,0.25,90.48
USA,2020,3.17,8038.68,0.71,65.2,0.99,0.13,0.1,10.02,0.61,297826290,65.29,6.91,0.97,61.29,50.88,2.17,31.55,7.58,90.52,46.09,0.16,70.66
Canada,2012,7.08,7065.71,0.03,74.59,0.07,-0.02,0.8,6.73,0.94,546442086,46.77,4.11,0.13,57.68,38.7,8.95,51.33,8.02,81.89,19.11,0.29,86.23
UK,2016,5.25,5571.75,0.3,73.2,0.84,0.13,0.33,9.31,0.56,24083896,50.43,5.29,0.76,86.21,34.76,4.26,90.55,8.5,52.41,20.78,0.66,87.28
UK,2007,4.63,36002.31,0.87,63.38,0.36,0.34,0.38,4.11,0.81,831225436,85.26,6.51,0.58,66.99,53.26,4.39,46.82,6.76,80.03,34.88,0.48,97.94
France,2021,5.36,12171.52,0.02,64.5,0.42,-0.09,0.71,4.36,0.85,1372533750,31.57,7.43,0.85,53.05,26.93,3.82,55.75,4.32,45.7,44.28,0.18,66.65
Canada,2022,7.09,22313.32,0.55,62.18,0.83,-0.11,0.93,16.41,0.83,1143276241,61.88,7.86,0.83,50.86,49.01,9.34,57.27,7.49,68.81,59.1,0.03,91.49
UK,2015,3.62,51859.05,0.73,58.24,0.09,-0.01,0.72,15.66,0.66,415210371,50.09,4.18,0.01,56.83,55.52,8.2,40.81,3.65,53.98,41.97,0.92,63.77
USA,2008,7.29,26035.95,0.62,66.03,0.35,0.47,0.78,3.88,0.94,1232391300,50.76,6.69,0.26,40.08,31.45,6.77,54.49,4.09,86.78,11.71,0.31,97.79
Canada,2020,7.49,55025.79,0.76,74.03,0.95,0.32,0.75,14.02,0.88,1016536273,44.87,5.77,0.18,96.49,27.91,5.63,87.22,8.0,68.11,28.97,0.13,69.69
USA,2021,7.73,30378.35,0.73,75.97,0.7,-0.19,0.32,12.97,0.76,1499302665,38.09,7.47,0.46,65.81,40.5,3.15,89.44,8.46,90.67,11.73,0.15,81.69
South Africa,2013,4.99,24531.36,0.69,77.26,0.75,0.08,0.76,14.84,0.8,1417548873,32.07,5.42,0.91,44.97,28.66,9.41,70.66,3.4,72.18,74.26,0.25,97.74
South Africa,2010,4.09,45272.95,0.82,63.12,0.76,-0.02,0.78,10.54,0.78,1360881126,89.26,7.72,0.01,49.9,54.83,8.0,77.51,4.87,67.72,12.03,0.23,59.62
UK,2024,4.87,5317.33,0.65,76.76,0.06,0.25,0.53,6.86,0.97,374884856,69.62,7.01,0.49,59.4,29.78,4.23,67.42,6.78,78.17,13.47,0.28,79.95
UK,2006,4.66,6279.22,0.4,50.23,0.2,0.12,0.54,13.95,0.95,1464059677,76.63,7.95,0.88,73.1,32.56,9.58,33.1,8.63,83.12,30.88,0.23,97.92
China,2013,3.88,39466.45,0.47,66.7,0.49,0.48,0.76,8.68,0.62,1487172569,33.9,8.92,0.93,82.22,55.54,9.48,78.77,6.42,40.84,54.26,0.43,95.31
South Africa,2010,6.04,29729.5,0.72,77.79,0.37,-0.05,0.82,5.94,0.63,641660680,30.89,8.54,0.66,58.47,28.22,7.28,99.76,7.93,68.73,35.06,0.77,60.6
Australia,2007,5.38,47634.5,0.88,72.05,0.41,0.21,0.34,9.36,0.99,907822135,66.02,6.97,0.83,97.46,55.39,9.88,45.95,8.54,82.66,14.31,0.03,54.74
Australia,2024,7.33,55059.98,0.27,66.59,0.78,0.29,0.8,15.74,0.62,1196375908,73.43,8.47,0.32,85.62,28.39,3.5,98.75,6.11,62.41,68.54,0.19,70.45
France,2010,3.16,23913.65,0.34,72.56,0.01,0.38,0.81,10.56,0.98,146200088,53.69,4.77,0.29,89.55,56.47,7.85,99.84,7.44,42.48,59.02,0.71,86.64
South Africa,2011,6.22,36188.19,0.93,81.74,0.66,0.08,0.23,7.4,0.82,1231084487,53.27,4.22,0.05,59.42,32.71,3.22,39.91,6.97,40.97,37.75,0.15,87.91
USA,2005,6.81,30541.1,0.58,69.82,0.0,0.28,0.72,16.97,0.53,658048316,53.07,6.67,0.5,62.86,29.85,7.53,94.83,7.03,83.66,57.38,0.74,79.16
USA,2005,6.8,58915.03,0.18,77.99,0.06,0.01,0.19,17.87,0.67,593783578,39.17,8.87,0.46,72.28,39.09,9.36,77.29,6.1,50.89,29.22,0.51,79.51
India,2009,7.43,50033.98,0.66,84.33,0.41,0.1,0.09,9.8,0.74,787074867,75.23,7.55,0.37,67.1,34.77,6.29,62.65,6.74,49.62,46.95,0.88,55.79
Canada,2010,6.65,54792.52,0.99,74.69,0.84,0.43,0.57,8.74,0.92,1175889841,42.91,5.53,0.11,55.59,28.07,8.1,54.13,6.33,55.93,71.64,0.01,71.18
Brazil,2017,7.64,16006.07,0.82,70.07,0.14,0.46,0.91,13.03,0.66,202443299,49.46,7.34,0.23,99.84,33.53,3.14,74.09,6.83,45.62,17.54,0.78,77.66
Australia,2006,4.66,46579.06,0.75,51.31,0.55,0.3,0.04,3.04,0.66,1122480042,70.28,4.2,0.2,90.9,48.53,7.07,89.0,6.03,42.93,69.28,0.57,82.81
UK,2019,5.52,16662.92,0.21,63.11,0.68,0.06,0.83,14.44,0.96,1377832478,30.01,6.35,0.94,54.28,53.28,2.51,32.39,4.33,87.97,65.2,0.47,54.41
France,2019,3.07,13315.81,0.88,69.79,0.23,0.37,0.51,16.08,0.54,251374965,75.98,5.19,0.97,93.54,52.83,2.3,67.48,7.16,56.65,76.44,0.15,83.15
Brazil,2017,3.03,56711.7,0.53,77.9,0.51,-0.18,0.86,9.15,0.78,1367220051,83.95,4.25,0.0,75.21,50.27,7.07,75.52,5.3,72.03,45.96,0.23,95.18
Germany,2018,4.2,2138.96,0.89,65.33,0.91,-0.13,0.84,5.14,0.75,1485611082,33.1,5.25,0.17,40.75,20.22,6.58,31.79,3.77,87.18,29.24,0.79,87.74
France,2011,3.5,57957.93,0.33,83.6,0.51,0.26,0.88,2.52,0.53,1326960557,65.5,7.61,0.89,60.77,37.06,4.63,92.24,8.11,93.76,34.72,0.15,79.95
Germany,2018,4.3,9806.45,0.06,59.51,0.16,0.0,0.77,13.47,0.54,79136972,54.51,6.76,0.04,41.54,26.76,6.1,96.63,4.09,77.87,54.79,0.53,54.66
South Africa,2014,3.89,49346.85,0.48,76.06,0.63,0.47,0.84,6.84,0.69,1330924219,34.71,4.12,0.94,45.27,22.94,7.47,72.87,6.24,92.26,19.86,0.21,88.13
Germany,2021,3.14,17279.43,0.27,64.67,0.59,0.11,0.18,10.35,0.57,1331035823,70.93,6.05,0.38,50.74,49.44,7.16,38.19,7.33,63.29,34.62,0.49,81.82
Germany,2018,7.55,21691.44,0.72,67.01,0.03,0.1,0.3,8.95,0.74,787956421,66.74,7.76,0.54,69.06,51.74,2.59,95.27,6.89,83.42,60.85,0.25,76.34
China,2012,3.04,13788.7,0.96,78.09,0.09,0.27,0.24,5.15,0.8,756966622,68.56,8.77,0.76,62.88,52.58,7.42,86.35,3.97,91.57,50.16,0.35,88.5
China,2008,6.68,35545.33,0.69,60.37,0.16,0.34,0.74,11.15,0.85,1344616044,78.81,8.37,0.24,48.94,55.61,7.28,32.0,4.16,42.92,14.39,0.8,82.38
China,2020,3.76,21537.64,0.89,53.39,0.14,0.13,0.15,10.27,0.77,1239407894,47.22,4.01,0.1,63.67,43.6,7.36,70.54,3.89,57.46,44.78,0.04,72.55
South Africa,2017,7.56,39786.19,0.45,68.21,0.26,-0.05,0.18,13.23,0.69,19502820,70.62,5.09,0.81,58.26,59.93,8.78,38.02,3.44,80.71,46.7,0.92,61.26
Brazil,2024,7.46,1923.19,0.77,68.51,0.45,0.34,0.88,6.53,0.56,354093342,74.6,5.04,0.98,64.61,39.35,6.61,39.87,4.7,57.34,59.06,0.32,74.21
France,2022,6.27,4798.12,0.84,77.9,0.37,0.02,0.71,5.86,0.62,661750642,40.13,6.07,0.66,50.34,55.34,9.5,43.48,6.14,40.94,10.75,0.6,57.4
France,2018,6.36,6880.01,0.71,83.89,0.89,-0.08,0.88,16.66,0.71,665785780,87.42,7.23,0.83,76.58,24.52,9.84,57.73,4.04,84.39,39.99,0.22,52.89
UK,2022,3.03,25720.63,0.51,51.94,0.61,0.24,0.14,14.64,0.96,25717193,50.4,4.77,0.94,42.67,25.96,8.01,91.35,8.83,49.06,72.06,0.36,61.23
China,2009,7.92,49072.97,0.63,70.71,0.88,-0.14,0.4,15.9,0.6,981698148,72.82,8.58,0.23,63.27,43.61,4.87,32.18,7.19,57.65,11.76,0.46,67.62
South Africa,2013,7.39,53402.5,0.7,73.84,0.53,0.48,0.28,4.22,0.71,419621933,75.24,7.89,0.35,93.69,24.97,3.14,78.24,6.5,90.08,57.07,0.69,81.05
UK,2007,7.48,15443.83,0.25,84.5,0.09,0.24,0.01,6.03,0.87,39100931,60.24,6.1,0.22,65.18,23.01,8.56,97.52,7.09,51.49,25.62,0.87,73.97
Canada,2012,6.3,34887.81,0.81,82.99,0.46,0.49,0.28,12.36,0.85,702053989,37.72,6.92,0.06,66.46,27.84,3.17,74.89,5.62,89.21,37.12,0.87,85.29
UK,2024,4.72,46333.53,0.95,74.94,0.82,0.04,0.38,17.43,0.98,1251074340,46.54,6.71,0.73,44.08,51.5,3.17,87.09,5.82,63.24,71.89,0.34,85.4
Brazil,2014,7.47,18040.94,0.47,68.26,0.19,0.48,0.09,18.06,0.6,1146380727,44.05,6.91,0.15,76.32,57.1,9.35,93.12,8.33,90.5,35.38,0.09,83.89
Australia,2023,4.46,25131.46,0.7,55.65,0.09,-0.1,0.57,16.97,0.51,307399164,61.12,8.3,0.09,96.18,33.34,6.48,80.04,7.33,88.23,48.18,0.93,76.28
Germany,2007,5.81,31914.48,0.74,63.45,0.33,-0.17,0.38,2.78,0.66,803656124,45.68,5.0,0.36,57.5,58.99,4.35,76.19,6.53,62.84,16.27,0.03,81.83
China,2015,3.5,8957.62,0.66,70.48,0.39,-0.18,0.05,16.78,0.57,588107297,62.81,7.42,0.06,63.6,52.38,9.7,31.26,8.7,90.7,32.73,0.88,96.92
Australia,2015,7.61,2532.96,0.55,75.38,0.31,0.13,0.7,18.18,0.77,412691749,47.29,4.54,0.18,75.29,29.04,7.66,66.32,6.98,74.8,19.92,0.03,83.88
UK,2021,3.7,10015.54,0.88,72.24,0.14,-0.14,0.73,3.02,0.95,641890881,30.06,6.3,0.07,45.59,43.44,6.28,62.85,5.39,66.16,49.31,0.98,85.64
South Africa,2020,4.12,37984.36,0.45,74.99,0.25,0.16,0.83,9.49,0.84,646716907,51.8,7.18,0.88,97.02,59.27,4.64,66.59,3.28,69.19,42.19,0.01,63.98
Germany,2011,5.79,5343.48,0.06,65.02,0.68,0.03,0.49,11.66,0.57,143376482,66.41,4.06,0.78,68.06,53.95,7.41,60.27,5.34,43.48,28.52,0.02,72.94
France,2008,6.82,12192.09,0.84,75.47,0.39,0.03,0.97,6.19,0.56,456470380,76.42,4.54,0.86,46.91,34.53,7.85,93.46,8.55,84.42,79.97,0.51,70.89
USA,2023,6.1,20933.38,0.67,55.03,0.63,0.24,0.91,11.3,0.96,710228601,31.7,4.46,0.87,60.11,32.25,7.7,92.23,3.27,56.09,20.73,0.67,66.97
Germany,2016,4.16,5594.33,0.85,55.69,0.54,-0.09,0.55,17.95,0.74,1213062547,45.5,5.87,0.94,62.43,52.77,3.56,38.8,4.11,54.86,67.78,0.35,72.06
Brazil,2019,3.0,12310.26,0.14,55.7,0.55,0.34,0.44,17.6,0.96,431523816,89.13,7.11,0.19,60.72,41.97,7.58,67.3,7.85,79.35,12.5,0.61,78.71
Brazil,2015,6.79,54764.92,0.03,81.18,0.25,0.21,0.0,18.92,0.87,79120246,45.71,8.98,0.9,81.59,26.54,6.65,97.17,5.19,60.39,69.28,0.85,79.96
UK,2009,7.93,2138.65,0.93,52.66,0.52,0.44,0.71,10.71,1.0,1000106851,76.63,5.27,0.53,60.73,33.11,8.8,71.91,4.12,68.28,43.39,0.8,90.3
Canada,2009,7.05,39552.48,0.15,78.05,0.02,0.06,0.56,9.39,0.94,1162851204,60.56,4.68,0.17,59.43,46.47,7.0,86.12,7.89,63.19,67.97,0.88,81.5
Brazil,2019,5.3,23680.13,0.81,58.17,0.43,0.49,0.94,13.98,0.71,920434919,37.33,6.07,0.66,59.33,26.13,3.17,56.14,6.35,67.75,62.3,0.16,91.73
Brazil,2022,7.52,40686.28,0.82,66.4,0.57,0.2,0.59,9.5,0.88,618986433,68.6,4.73,0.33,86.67,47.95,4.55,56.41,6.29,52.22,50.08,0.22,81.52
South Africa,2015,5.05,35732.81,0.71,82.06,0.18,0.48,0.99,2.76,0.74,308039364,87.98,4.12,0.05,58.5,48.4,7.95,52.8,4.76,88.67,36.01,0.59,66.8
UK,2016,5.62,14186.43,0.13,70.51,0.26,-0.18,0.85,14.96,0.62,1397340006,83.21,6.82,0.08,40.84,30.83,7.92,31.53,7.05,73.56,56.59,0.72,80.28
Germany,2006,5.39,50985.36,0.67,57.35,0.22,0.31,0.95,7.06,0.62,971178444,71.42,8.4,0.42,61.93,35.92,3.78,94.74,8.17,52.85,68.28,0.11,84.99
Canada,2024,5.24,30024.48,0.89,59.94,0.07,0.37,0.33,2.88,0.7,1672648,60.73,8.3,0.83,56.69,57.42,4.84,54.47,7.5,45.03,45.23,0.18,82.91
Australia,2019,6.88,49529.63,0.43,82.22,0.35,-0.16,0.15,2.37,0.56,336971142,49.16,4.5,0.31,94.54,49.97,2.12,55.7,6.67,69.45,39.04,0.92,90.8
USA,2024,5.63,24954.74,0.41,64.95,0.98,0.21,0.8,18.76,0.59,1159504387,51.42,4.74,0.77,68.67,51.51,4.65,83.17,5.1,65.75,20.0,0.03,93.47
China,2008,4.58,59096.45,0.44,70.54,0.35,0.36,0.79,6.54,0.75,518926171,50.77,6.46,0.06,54.07,40.65,2.21,66.88,8.13,91.29,72.74,0.4,66.09
France,2022,4.29,46458.87,0.08,66.1,0.46,0.19,0.21,10.06,0.98,162072802,85.32,5.84,0.39,98.9,28.53,8.98,55.34,6.4,52.69,28.71,0.21,53.79
Brazil,2010,3.19,57991.06,0.89,63.25,0.65,-0.16,0.76,19.11,0.79,203605490,42.68,7.52,0.13,54.8,43.65,7.33,91.85,8.34,88.49,18.65,0.77,81.51
UK,2023,5.92,31345.26,0.87,57.81,0.65,0.29,0.58,10.42,0.7,434976140,52.68,6.47,0.86,85.78,50.88,9.75,87.78,4.53,82.16,14.64,0.86,55.29
China,2015,4.15,28947.78,1.0,74.02,0.95,-0.16,0.11,3.41,0.62,557211268,55.92,4.1,0.97,78.97,20.16,9.14,98.38,6.93,66.21,62.55,0.25,92.43
France,2006,3.74,45571.77,0.59,75.14,0.86,0.37,0.5,11.93,0.6,795602851,54.53,5.42,0.33,67.73,24.55,6.83,74.87,8.61,88.06,57.25,0.59,89.46
France,2012,6.27,52937.18,0.75,59.62,0.79,-0.17,0.93,3.59,0.83,66106057,30.25,8.51,0.99,64.35,38.97,6.02,78.31,5.24,87.4,18.43,0.84,84.25
Australia,2015,6.41,57884.6,0.2,77.62,0.95,-0.1,0.51,3.71,0.92,1109793997,46.26,6.56,0.75,92.34,37.49,9.07,52.71,8.71,79.29,47.11,0.6,94.46
Australia,2009,6.76,20148.56,0.67,79.91,0.23,-0.01,0.79,17.33,0.7,1234042239,59.91,7.99,0.0,68.5,59.29,4.39,36.97,5.35,45.59,20.69,0.6,92.58
Australia,2022,5.52,48123.57,0.65,82.22,0.62,0.24,0.03,7.21,0.78,686243232,75.63,6.01,0.49,62.52,23.69,3.79,37.41,5.63,48.81,36.85,0.41,94.3
India,2022,7.47,13428.09,0.9,55.64,0.89,0.48,0.73,14.22,0.85,991978102,64.17,7.38,0.83,61.26,32.95,5.28,75.22,7.84,72.54,64.8,0.65,85.3
India,2018,7.68,33188.89,0.83,60.64,0.62,-0.12,0.95,11.16,0.53,159584914,53.09,4.85,0.53,56.55,52.6,2.43,37.93,4.56,53.5,25.95,0.96,67.69
France,2014,7.04,11611.04,0.94,80.11,0.98,-0.1,0.5,6.0,0.68,320862896,69.91,7.68,0.55,64.54,44.5,4.42,93.46,7.24,70.31,11.94,0.3,52.29
Australia,2007,6.18,21496.44,0.87,56.95,0.1,0.06,0.34,11.32,0.86,914902163,69.95,7.93,0.45,47.2,42.46,2.67,79.27,4.79,70.84,23.53,0.2,52.95
South Africa,2013,4.52,55950.14,0.87,50.12,0.44,0.39,0.65,3.24,0.84,731673085,44.88,4.45,0.4,43.91,49.65,2.42,45.83,6.56,72.29,38.03,0.96,88.07
Brazil,2007,7.91,9619.35,0.06,80.48,0.98,0.13,0.92,8.25,0.53,864556831,36.23,4.92,0.03,72.49,21.6,6.41,49.54,7.66,71.34,26.92,0.06,59.19
China,2015,4.37,38311.65,0.85,61.43,0.38,0.03,0.18,11.41,0.62,733109370,78.19,6.31,0.62,67.26,57.9,7.67,79.7,3.16,60.86,60.56,0.84,65.03
China,2016,4.01,35984.3,0.61,64.51,0.74,0.19,0.4,6.11,0.84,384491288,61.79,7.19,0.77,50.4,27.65,6.29,87.69,3.53,51.56,65.24,0.91,78.13
India,2016,5.21,8123.56,0.38,65.62,0.03,-0.02,0.16,13.88,0.64,956253806,40.59,7.19,0.79,46.41,23.27,2.56,88.76,8.61,68.52,26.84,0.22,56.29
France,2007,3.28,20232.76,0.06,79.69,0.69,0.08,0.5,2.93,0.91,553798293,45.72,7.34,0.62,48.6,33.56,5.16,72.07,7.89,67.23,28.8,0.43,97.3
UK,2011,7.89,34215.91,0.68,61.83,0.93,0.03,0.54,10.73,0.51,905879301,75.99,7.57,0.34,58.91,48.09,2.89,40.87,8.26,55.14,49.21,0.12,89.22
Germany,2018,5.94,12043.54,0.33,81.23,0.38,0.36,0.94,14.87,0.6,962270502,69.2,6.53,0.02,67.09,29.26,7.2,87.29,5.63,42.82,62.68,0.37,78.07
Germany,2015,5.78,48236.8,0.47,71.59,0.02,0.45,0.41,9.74,0.64,1375024128,86.71,6.87,0.9,51.6,21.99,8.61,85.42,7.3,51.31,77.16,0.46,93.61
India,2011,6.28,58357.23,0.68,68.46,0.03,0.33,0.57,17.74,0.96,913610404,57.9,4.04,0.43,85.34,22.3,2.93,88.48,8.99,70.29,31.04,0.51,73.69
UK,2014,5.49,13670.8,0.91,61.4,0.89,0.11,0.89,13.38,0.9,578624211,33.13,4.83,0.6,51.6,30.26,2.53,41.04,5.6,69.46,73.77,0.12,93.05
India,2015,3.16,12027.81,0.83,58.53,0.72,0.15,0.32,19.25,0.94,1329114502,72.03,6.49,0.19,47.45,25.41,5.25,77.91,8.08,47.35,22.72,0.4,89.65
Germany,2019,6.06,27841.17,0.45,71.84,0.11,-0.11,0.67,7.11,0.72,948294484,45.29,7.73,0.14,99.67,34.9,4.43,97.22,3.48,73.33,12.87,0.63,50.68
UK,2023,6.58,45118.15,0.39,65.64,0.05,0.32,0.76,18.9,0.91,1261518998,49.43,8.04,0.09,66.86,26.92,4.09,47.92,6.26,63.25,65.47,0.5,88.24
Australia,2020,5.08,17614.44,0.24,81.87,0.8,0.22,0.33,12.92,0.93,358643805,41.8,7.64,0.8,50.2,33.77,3.69,80.17,5.0,75.95,43.5,0.84,87.63
France,2024,6.79,2172.91,0.37,67.21,0.81,0.43,0.16,15.41,0.7,69464895,48.54,6.43,0.65,93.67,37.78,4.54,48.12,6.14,88.84,15.38,0.95,65.23
China,2016,4.14,32932.02,0.11,67.91,0.12,-0.06,0.5,18.24,1.0,479027233,79.77,5.41,0.62,53.87,49.7,9.72,51.5,3.68,56.97,14.98,0.82,73.67
South Africa,2022,4.11,57439.43,0.97,64.59,0.3,0.33,0.36,11.92,0.93,450962799,64.6,6.22,0.92,95.53,29.1,8.86,63.97,5.21,59.1,10.95,0.05,56.63
Canada,2017,3.81,24085.33,0.57,77.62,0.78,0.28,0.27,17.52,0.99,617725012,36.55,4.05,0.16,47.14,39.0,6.81,92.65,3.46,77.22,31.44,0.21,82.0
France,2009,4.86,25787.94,0.13,64.87,0.53,-0.01,0.97,11.75,0.93,1448592043,65.2,6.99,0.17,90.51,52.61,8.4,32.71,5.72,92.2,61.48,0.09,82.37
Australia,2008,7.24,58165.2,0.35,59.43,0.96,0.27,0.5,12.79,0.89,135711899,68.01,4.37,0.19,51.06,59.46,2.12,99.27,5.65,66.74,56.57,0.43,97.11
Germany,2018,7.14,41981.85,0.55,80.17,0.48,0.45,0.86,10.01,0.97,1464750756,83.09,4.73,0.42,96.3,42.29,2.89,84.05,4.98,49.31,79.98,0.72,84.69
Australia,2012,4.91,43431.14,0.53,70.89,0.68,0.44,0.2,4.62,0.71,296779375,81.58,7.13,0.87,74.45,37.29,4.34,55.18,8.69,91.43,51.58,0.03,71.47
India,2013,5.95,34199.42,0.04,70.7,0.51,0.3,0.94,11.96,0.89,608370161,33.77,4.07,0.88,51.39,45.26,7.15,54.79,3.5,65.84,17.73,0.27,58.65
